road_distance_meters,euclid_distance_meters,detour_ratio,spot_to_dest_distance_meters,road_eta_seconds,leaver_countdown_seconds,abs_eta_countdown_diff,signed_time_slack,hour_of_day,day_of_week,is_rush_hour,is_weekend,current_speed_kmh,heading_bearing_diff_deg,heading_dest_diff_deg,gps_accuracy_meters,ping_staleness_seconds,driver_reliability_rating,historical_acceptance_rate,historical_completion_rate,historical_cancellation_rate,lifetime_matches_count,spot_type_enum,vehicle_size_compatibility,has_landmark_note,landmark_note_length,match_success
1066.5,1045.6,1.02,189.2,212.0,180.0,32.0,32.0,21,2,0,0,21.0,58.9,34.8,14.61,3.96,4.19,0.818,0.874,0.065,44,0,1,1,28,0
594.9,509.3,1.168,80.6,145.2,180.0,34.8,-34.8,22,0,0,0,18.9,53.4,31.7,13.56,10.27,4.16,0.83,0.79,0.149,0,1,1,1,28,0
297.3,291.5,1.02,394.7,72.4,180.0,107.6,-107.6,21,3,0,0,27.0,5.3,16.1,3.79,3.79,4.84,0.871,0.921,0.011,45,2,1,0,0,1
1313.8,1045.1,1.257,123.1,279.7,120.0,159.7,159.7,22,0,0,0,19.0,31.6,19.4,11.39,10.58,4.31,0.823,0.77,0.101,5,0,1,1,28,0
1511.6,1229.3,1.23,53.8,1108.4,180.0,928.4,928.4,22,3,0,0,5.0,12.0,48.5,9.81,2.97,4.92,0.949,0.914,0.016,7,0,1,1,28,0
567.9,525.3,1.081,42.6,103.7,300.0,196.3,-196.3,17,5,0,1,22.6,12.1,9.5,10.84,0.53,4.82,0.864,0.904,0.036,19,0,2,0,0,1
1574.6,1223.3,1.287,373.7,349.2,240.0,109.2,109.2,20,6,0,1,17.7,8.5,10.7,2.16,2.91,4.57,0.696,0.89,0.119,43,0,1,1,28,1
180.0,160.5,1.121,107.1,79.1,240.0,160.9,-160.9,13,1,0,0,16.1,39.6,10.0,9.87,3.79,4.39,0.708,0.848,0.071,3,1,2,0,0,1
143.0,116.8,1.225,173.2,53.1,120.0,66.9,-66.9,15,1,0,0,19.3,30.3,9.0,4.68,11.76,4.62,0.966,0.952,0.033,17,0,1,0,0,1
1690.9,1392.6,1.214,83.5,776.4,240.0,536.4,536.4,19,3,1,0,8.2,90.6,23.7,13.53,10.76,4.63,0.725,0.769,0.094,1,1,2,1,28,0
1131.6,1109.4,1.02,162.3,338.8,180.0,158.8,158.8,19,2,1,0,12.7,107.4,46.3,6.77,21.72,4.26,0.67,0.832,0.088,23,0,1,0,0,0
512.5,502.4,1.02,68.9,305.0,240.0,65.0,65.0,22,2,0,0,6.6,39.9,41.9,7.84,1.59,4.46,0.803,0.768,0.107,7,1,2,1,28,1
503.8,339.0,1.486,159.3,89.1,240.0,150.9,-150.9,10,6,0,1,29.5,25.6,48.8,3.75,11.25,4.29,0.704,0.846,0.132,1,0,1,1,28,1
1579.9,1097.0,1.44,163.6,190.2,300.0,109.8,-109.8,13,4,0,0,34.6,54.0,41.0,8.06,14.3,4.67,0.794,0.89,0.118,9,0,2,1,28,0
1097.5,948.7,1.157,230.5,364.9,180.0,184.9,184.9,9,0,1,0,11.2,1.5,2.0,5.83,3.77,4.78,0.934,0.906,0.043,70,1,1,1,28,0
225.4,130.3,1.73,264.5,64.0,180.0,116.0,-116.0,7,0,1,0,17.1,63.2,45.6,6.18,0.43,4.03,0.718,0.829,0.118,22,0,2,0,0,0
505.7,495.8,1.02,92.6,129.1,180.0,50.9,-50.9,22,6,0,1,16.1,6.9,1.8,2.95,1.38,4.76,0.928,0.972,0.029,13,2,2,0,0,1
879.7,544.0,1.617,121.6,193.7,180.0,13.7,13.7,18,6,0,1,17.6,46.4,11.5,5.81,4.88,4.61,0.842,0.78,0.094,5,0,1,1,28,0
896.3,878.7,1.02,197.1,166.1,300.0,133.9,-133.9,13,2,0,0,23.2,19.5,10.6,14.17,0.9,4.4,0.668,0.816,0.066,5,0,1,1,28,1
208.7,173.9,1.2,62.4,52.3,180.0,127.7,-127.7,10,6,0,1,47.0,30.2,0.4,9.16,0.36,4.62,0.874,0.949,0.036,1,2,1,1,28,1
186.8,142.0,1.315,236.0,32.0,240.0,208.0,-208.0,13,2,0,0,39.7,17.8,27.1,6.04,13.4,4.32,0.655,0.898,0.054,85,0,1,1,28,1
1499.3,1297.6,1.155,272.9,589.0,180.0,409.0,409.0,8,1,1,0,9.5,37.9,30.1,8.94,0.89,4.16,0.744,0.897,0.068,40,0,1,1,28,0
932.9,686.7,1.359,337.0,155.1,240.0,84.9,-84.9,11,1,0,0,26.2,75.7,34.8,7.37,17.95,3.81,0.818,0.836,0.093,3,0,1,1,28,0
1068.7,810.6,1.318,139.8,401.5,180.0,221.5,221.5,13,6,0,1,10.4,51.8,30.2,6.47,2.9,4.04,0.81,0.835,0.13,33,1,1,1,28,0
849.2,400.2,2.122,277.0,125.2,180.0,54.8,-54.8,16,1,0,0,27.3,38.6,42.7,7.54,0.11,3.79,0.772,0.525,0.351,25,0,1,1,28,0
450.8,318.6,1.415,371.0,132.6,300.0,167.4,-167.4,22,5,0,1,14.1,32.2,45.1,9.04,1.95,4.35,0.669,0.763,0.067,18,0,1,0,0,1
1327.0,815.8,1.627,40.3,154.0,180.0,26.0,-26.0,16,3,0,0,39.9,25.1,2.2,6.92,4.66,4.68,0.867,0.957,0.023,1,0,2,0,0,1
646.4,622.1,1.039,209.5,84.5,240.0,155.5,-155.5,14,0,0,0,35.6,16.5,12.5,9.91,11.8,4.76,0.867,0.96,0.039,21,0,1,1,28,1
1723.3,1151.9,1.496,259.3,375.8,180.0,195.8,195.8,18,2,1,0,17.4,78.7,29.7,4.66,3.59,3.03,0.858,0.681,0.353,41,0,1,1,28,0
1366.4,981.0,1.393,161.4,193.0,240.0,47.0,-47.0,15,5,0,1,30.1,13.0,31.0,3.24,5.68,3.95,0.727,0.69,0.366,27,1,2,1,28,0
1350.1,1214.8,1.111,89.6,264.5,240.0,24.5,24.5,9,2,1,0,20.6,22.8,29.7,14.59,2.27,4.92,0.978,0.984,0.047,12,0,2,1,28,1
958.1,913.4,1.049,399.6,292.9,300.0,7.1,-7.1,21,6,0,1,13.5,28.3,7.9,11.62,0.52,3.81,0.775,0.896,0.087,11,0,1,1,28,1
1117.3,865.9,1.29,416.7,487.9,120.0,367.9,367.9,12,1,0,0,8.9,9.3,3.9,8.97,1.9,4.21,0.709,0.863,0.101,9,0,1,1,28,0
1378.9,1165.3,1.183,127.7,267.8,180.0,87.8,87.8,17,3,1,0,21.4,22.2,36.8,3.56,1.29,4.7,0.859,0.967,0.038,6,1,1,1,28,1
1179.0,1155.9,1.02,254.6,227.3,240.0,12.7,-12.7,12,4,0,0,21.5,53.6,29.7,6.82,5.78,4.09,0.779,0.792,0.128,54,0,1,1,28,0
609.7,486.3,1.254,155.0,111.0,240.0,129.0,-129.0,12,3,0,0,22.2,8.9,11.2,7.67,1.89,4.75,0.964,0.981,0.03,10,0,1,1,28,1
1489.9,1280.4,1.164,149.4,180.2,120.0,60.2,60.2,14,6,0,1,34.9,11.3,4.2,9.36,6.73,4.61,0.917,0.969,0.047,59,1,1,1,28,1
1198.9,1175.4,1.02,78.6,463.8,180.0,283.8,283.8,8,1,1,0,9.9,29.1,44.4,5.72,0.87,4.67,0.974,0.919,0.02,87,1,2,1,28,0
351.2,272.7,1.288,156.0,72.8,240.0,167.2,-167.2,16,2,0,0,32.8,21.9,49.1,5.87,3.53,4.74,0.869,0.954,0.043,12,0,1,0,0,1
1066.4,703.7,1.515,127.3,376.8,180.0,196.8,196.8,18,0,1,0,10.8,1.9,3.5,5.22,3.0,4.57,0.817,0.804,0.059,5,0,1,0,0,0
969.2,847.7,1.143,273.2,287.5,120.0,167.5,167.5,10,0,0,0,13.2,61.0,24.9,5.08,4.57,4.07,0.788,0.78,0.139,3,0,1,1,28,1
652.2,639.4,1.02,341.5,94.5,240.0,145.5,-145.5,11,6,0,1,33.0,56.4,30.7,6.03,5.03,3.89,0.768,0.587,0.47,11,1,1,1,28,0
1714.9,850.1,2.017,155.9,290.3,120.0,170.3,170.3,15,1,0,0,23.2,5.9,33.2,9.72,3.18,4.79,0.853,0.934,0.014,18,0,2,1,28,0
192.7,151.0,1.276,238.8,66.2,180.0,113.8,-113.8,18,1,1,0,15.0,6.9,41.3,5.47,6.81,4.98,0.914,0.963,0.044,13,0,1,1,28,1
1329.0,1105.4,1.202,430.3,165.3,240.0,74.7,-74.7,12,3,0,0,33.6,19.1,27.5,3.81,3.53,4.68,0.878,0.904,0.023,20,2,1,1,28,1
1012.4,479.7,2.111,235.7,113.7,240.0,126.3,-126.3,15,1,0,0,42.5,11.8,30.3,3.1,12.25,4.89,0.97,0.969,0.034,5,1,1,1,28,1
954.6,588.9,1.621,291.9,146.2,180.0,33.8,-33.8,11,3,0,0,30.2,47.7,18.2,7.95,16.71,4.06,0.817,0.875,0.136,9,2,1,0,0,0
792.1,718.2,1.103,49.0,112.4,240.0,127.6,-127.6,14,5,0,1,28.7,11.1,21.8,9.6,2.46,4.91,0.858,0.952,0.015,0,0,1,1,28,1
547.7,537.0,1.02,141.4,74.2,240.0,165.8,-165.8,11,1,0,0,43.2,49.9,22.0,8.5,25.0,4.31,0.769,0.793,0.102,47,1,1,0,0,1
393.4,370.8,1.061,97.4,79.2,120.0,40.8,-40.8,16,5,0,1,30.4,16.9,27.5,8.43,6.9,4.88,0.851,0.935,0.044,10,0,2,1,28,1
1914.3,1279.7,1.496,115.5,186.0,180.0,6.0,6.0,11,5,0,1,41.3,19.6,47.1,4.18,0.9,4.85,0.855,0.929,0.029,4,2,1,0,0,1
615.1,478.4,1.286,293.5,112.7,120.0,7.3,-7.3,16,0,0,0,24.4,25.8,0.7,14.84,13.2,4.67,0.908,0.944,0.043,2,0,1,1,28,1
1302.7,1027.3,1.268,54.6,256.5,300.0,43.5,-43.5,18,5,0,1,21.1,66.1,3.4,5.93,10.33,4.0,0.725,0.863,0.089,23,0,1,1,28,1
1703.3,1247.3,1.366,412.2,985.2,120.0,865.2,865.2,7,2,1,0,6.4,78.9,49.6,4.26,2.46,3.81,0.809,0.849,0.054,11,2,1,1,28,0
1102.0,1000.3,1.102,110.9,160.3,180.0,19.7,-19.7,10,5,0,1,29.7,94.7,14.2,5.82,6.13,3.61,0.711,0.694,0.403,8,0,1,1,28,0
587.6,576.1,1.02,109.3,96.3,120.0,23.7,-23.7,18,6,0,1,25.0,2.0,23.0,5.41,4.28,4.81,0.866,0.987,0.035,36,0,1,0,0,1
2090.2,1259.2,1.66,148.7,1336.1,120.0,1216.1,1216.1,10,1,0,0,5.7,91.3,1.4,5.68,12.58,4.63,0.871,0.826,0.095,8,2,1,0,0,0
1198.5,1043.6,1.148,361.0,165.3,180.0,14.7,-14.7,16,4,0,0,28.2,29.6,18.5,5.74,1.05,4.74,0.953,0.956,0.048,28,0,2,1,28,1
806.3,790.5,1.02,175.7,166.1,300.0,133.9,-133.9,7,4,1,0,19.2,35.1,19.8,6.5,2.75,4.88,0.917,0.989,0.034,11,1,1,0,0,1
1460.9,1011.2,1.445,307.2,249.2,240.0,9.2,9.2,9,5,0,1,22.7,12.6,20.6,5.38,2.52,4.94,0.86,0.964,0.036,51,0,2,1,28,1
1486.1,1344.7,1.105,236.2,581.6,180.0,401.6,401.6,17,0,1,0,9.8,57.9,16.2,8.89,2.61,3.76,0.755,0.647,0.31,1,0,1,1,28,0
1087.4,926.2,1.174,423.9,148.5,240.0,91.5,-91.5,13,1,0,0,28.3,37.9,30.3,11.88,0.03,4.24,0.877,0.792,0.09,29,1,1,1,28,1
259.2,245.8,1.055,242.5,81.5,240.0,158.5,-158.5,22,0,0,0,14.3,78.0,30.8,4.14,1.6,4.15,0.875,0.893,0.13,6,0,1,0,0,0
1042.8,919.0,1.135,196.7,187.6,180.0,7.6,7.6,12,0,0,0,24.8,6.2,2.0,6.0,5.93,4.99,0.968,0.977,0.012,2,0,1,1,28,1
940.8,801.9,1.173,290.9,82.2,240.0,157.8,-157.8,16,2,0,0,47.5,0.5,20.5,4.99,0.47,4.86,0.857,0.94,0.032,8,0,1,0,0,1
489.1,430.5,1.136,213.0,115.1,180.0,64.9,-64.9,7,4,1,0,21.9,6.4,16.3,6.64,16.97,4.0,0.674,0.838,0.099,18,1,2,0,0,1
1531.1,1267.2,1.208,449.2,561.9,180.0,381.9,381.9,19,2,1,0,10.5,14.6,9.2,8.82,2.97,4.97,0.962,0.915,0.027,15,1,1,1,28,0
312.3,249.4,1.252,438.5,56.2,240.0,183.8,-183.8,17,6,0,1,25.0,66.6,8.3,4.97,2.15,3.85,0.748,0.82,0.143,25,0,1,1,28,1
258.1,155.4,1.661,136.8,65.0,240.0,175.0,-175.0,11,4,0,0,17.9,15.0,26.0,8.3,4.67,4.8,0.924,0.912,0.048,10,0,1,1,28,1
1360.6,848.9,1.603,447.8,229.9,240.0,10.1,-10.1,20,6,0,1,24.7,40.2,32.4,7.91,10.33,4.16,0.679,0.829,0.061,5,2,1,1,28,1
1547.8,990.0,1.563,312.6,312.1,240.0,72.1,72.1,18,6,0,1,19.0,82.0,24.9,13.9,2.52,3.38,0.766,0.62,0.364,37,0,2,1,28,0
1204.5,845.3,1.425,317.0,370.1,300.0,70.1,70.1,7,2,1,0,12.2,14.7,33.1,2.05,0.83,4.66,0.949,0.945,0.046,3,1,1,0,0,1
1715.1,1378.8,1.244,373.7,163.0,180.0,17.0,-17.0,11,2,0,0,42.5,13.3,2.6,7.83,0.81,4.85,0.879,0.949,0.037,5,0,1,1,28,1
1082.4,929.3,1.165,320.5,220.9,120.0,100.9,100.9,7,4,1,0,20.4,30.8,15.4,8.51,3.47,4.71,0.855,0.941,0.046,21,1,1,1,28,1
780.7,725.8,1.076,222.3,201.2,240.0,38.8,-38.8,17,4,1,0,15.8,20.1,27.8,2.56,7.3,4.71,0.85,0.915,0.024,9,1,1,1,28,1
1566.1,1399.1,1.119,442.2,534.1,180.0,354.1,354.1,8,1,1,0,11.2,110.8,52.3,6.72,25.0,3.95,0.719,0.765,0.077,42,0,1,0,0,0
445.6,269.6,1.653,44.4,75.0,120.0,45.0,-45.0,9,6,0,1,38.8,8.6,30.4,3.21,0.23,4.84,0.978,0.932,0.04,17,0,1,1,28,1
895.2,877.7,1.02,90.4,81.0,240.0,159.0,-159.0,16,0,0,0,48.3,12.2,59.1,8.87,4.66,4.73,0.916,0.915,0.048,47,2,2,1,28,1
1263.7,1238.9,1.02,243.1,196.9,240.0,43.1,-43.1,19,6,0,1,25.8,9.1,22.5,6.26,3.19,4.9,0.854,0.949,0.012,30,0,2,1,28,1
907.5,729.9,1.243,122.6,326.6,240.0,86.6,86.6,12,1,0,0,10.6,40.0,7.6,9.57,2.67,4.37,0.775,0.769,0.088,2,1,2,1,28,0
139.5,117.3,1.189,40.4,41.6,120.0,78.4,-78.4,16,1,0,0,39.6,10.6,18.1,16.25,11.47,4.99,0.888,0.943,0.049,0,0,1,0,0,1
460.3,451.3,1.02,184.9,76.4,180.0,103.6,-103.6,13,1,0,0,25.2,4.8,33.7,2.76,3.99,4.93,0.869,0.914,0.042,23,0,1,1,28,1
305.0,186.5,1.636,197.9,47.0,180.0,133.0,-133.0,17,5,0,1,41.0,19.8,30.4,4.67,2.73,4.99,0.869,0.985,0.017,20,0,1,1,28,1
1206.9,871.2,1.385,65.2,307.7,120.0,187.7,187.7,8,0,1,0,16.1,21.8,35.3,9.3,0.47,4.91,0.877,0.929,0.043,19,2,1,0,0,0
1927.4,1313.4,1.467,36.7,528.7,120.0,408.7,408.7,15,6,0,1,14.1,86.2,26.7,7.76,1.06,4.07,0.65,0.894,0.142,36,0,1,1,28,0
1271.1,1087.4,1.169,364.7,130.6,180.0,49.4,-49.4,7,6,0,1,42.3,6.9,16.5,6.16,6.71,4.83,0.86,0.917,0.029,11,0,1,1,28,1
1513.9,1038.4,1.458,146.8,127.8,180.0,52.2,-52.2,13,1,0,0,53.9,67.7,4.6,5.48,2.08,3.23,0.838,0.675,0.358,2,0,1,1,28,0
710.1,633.0,1.122,237.1,136.8,240.0,103.2,-103.2,8,0,1,0,23.3,20.3,22.0,3.89,6.7,4.68,0.964,0.932,0.039,9,2,1,0,0,1
174.5,130.2,1.34,161.7,36.4,180.0,143.6,-143.6,11,1,0,0,30.9,39.8,44.7,3.71,7.02,4.34,0.817,0.767,0.109,27,0,1,1,28,1
303.9,223.1,1.362,87.1,47.3,180.0,132.7,-132.7,16,2,0,0,33.9,6.0,29.0,23.43,10.23,4.83,0.92,0.905,0.013,5,0,2,1,28,1
921.2,674.1,1.367,239.6,234.5,240.0,5.5,-5.5,13,4,0,0,16.2,12.0,11.8,1.58,1.61,4.66,0.965,0.901,0.045,21,0,1,1,28,1
276.8,213.2,1.298,36.4,43.0,180.0,137.0,-137.0,14,5,0,1,39.7,0.9,43.4,5.98,4.01,4.96,0.94,0.922,0.047,2,0,1,1,28,1
224.2,172.9,1.297,240.1,128.8,180.0,51.2,-51.2,21,5,0,1,7.8,60.0,20.4,5.96,12.52,3.18,0.771,0.584,0.378,27,0,2,0,0,1
495.1,309.7,1.599,298.1,367.6,120.0,247.6,247.6,10,5,0,1,5.3,64.4,21.9,8.78,0.45,4.57,0.686,0.896,0.134,17,2,1,0,0,1
1433.2,901.0,1.591,446.9,181.3,300.0,118.7,-118.7,16,1,0,0,33.3,61.4,40.5,14.24,11.14,3.93,0.674,0.83,0.059,9,1,2,1,28,0
828.2,720.6,1.149,302.0,92.5,240.0,147.5,-147.5,20,5,0,1,43.1,3.2,20.0,2.48,5.79,4.74,0.918,0.96,0.021,8,2,1,1,28,1
1552.2,962.6,1.612,368.4,338.4,180.0,158.4,158.4,10,0,0,0,18.5,3.3,27.6,4.16,0.35,4.65,0.904,0.969,0.046,27,0,1,1,28,1
130.2,93.4,1.395,241.5,42.4,300.0,257.6,-257.6,16,4,0,0,24.7,19.7,31.8,6.39,1.3,4.68,0.96,0.982,0.032,24,0,1,1,28,1
1901.5,1331.1,1.429,265.8,534.5,240.0,294.5,294.5,15,4,0,0,13.6,51.2,42.4,9.03,16.83,4.04,0.842,0.814,0.115,32,1,1,0,0,0
1836.4,1347.5,1.363,143.2,338.2,240.0,98.2,98.2,7,2,1,0,20.2,11.6,1.4,4.14,0.82,3.98,0.694,0.769,0.081,54,1,2,1,28,1
1805.0,1032.3,1.748,56.7,559.2,180.0,379.2,379.2,8,0,1,0,12.2,25.1,27.7,7.24,2.64,4.04,0.655,0.858,0.053,22,0,1,1,28,0
173.3,162.5,1.067,346.6,56.1,180.0,123.9,-123.9,12,5,0,1,24.4,82.9,58.2,6.17,1.54,4.04,0.868,0.859,0.072,14,1,1,1,28,1
1636.7,1361.0,1.203,434.4,505.5,180.0,325.5,325.5,9,1,1,0,12.3,12.5,25.6,8.03,0.24,4.88,0.881,0.935,0.028,55,0,1,0,0,0
1804.5,1288.0,1.401,58.0,313.4,240.0,73.4,73.4,18,2,1,0,21.5,78.2,40.9,8.56,9.81,4.56,0.817,0.897,0.066,6,0,1,1,28,0
412.2,371.0,1.111,233.2,80.9,120.0,39.1,-39.1,15,5,0,1,30.0,17.6,11.9,7.02,1.44,4.81,0.977,0.963,0.037,6,1,1,1,28,1
2238.9,1243.5,1.801,376.8,202.5,120.0,82.5,82.5,7,6,0,1,44.7,6.9,16.3,9.3,0.43,4.86,0.894,0.967,0.032,15,0,2,1,28,0
207.7,194.3,1.069,183.7,39.9,300.0,260.1,-260.1,15,2,0,0,47.3,52.0,45.8,14.43,15.24,4.47,0.713,0.768,0.075,63,0,1,1,28,1
451.3,337.9,1.336,59.9,84.7,240.0,155.3,-155.3,18,5,0,1,22.3,72.4,13.1,18.74,12.35,3.98,0.72,0.829,0.115,37,1,1,1,28,0
1358.3,924.0,1.47,67.3,303.1,240.0,63.1,63.1,10,6,0,1,17.7,43.0,37.2,3.78,5.53,4.25,0.856,0.79,0.091,57,2,2,1,28,1
374.7,258.2,1.451,85.3,204.7,180.0,24.7,24.7,8,2,1,0,7.4,25.0,39.5,3.97,4.95,4.73,0.947,0.914,0.015,10,1,1,0,0,1
1958.8,1221.0,1.604,369.7,380.3,240.0,140.3,140.3,8,5,0,1,19.1,3.2,0.9,2.73,0.26,4.92,0.878,0.961,0.042,20,1,1,1,28,0
1216.7,1134.0,1.073,343.2,361.0,180.0,181.0,181.0,17,0,1,0,12.7,59.2,17.7,1.2,7.17,3.81,0.685,0.856,0.074,15,0,2,1,28,0
109.0,85.4,1.276,212.2,49.8,240.0,190.2,-190.2,19,0,1,0,11.2,70.0,30.1,11.54,7.68,4.2,0.683,0.865,0.129,25,2,2,1,28,0
1469.1,1399.0,1.05,210.5,416.8,240.0,176.8,176.8,15,2,0,0,13.2,34.7,11.5,3.9,8.27,4.68,0.703,0.882,0.083,2,2,1,1,28,1
825.2,809.1,1.02,71.4,102.8,120.0,17.2,-17.2,16,1,0,0,36.8,16.6,42.4,12.19,1.42,4.65,0.864,0.962,0.02,7,2,1,0,0,1
1191.4,1168.0,1.02,344.0,144.6,240.0,95.4,-95.4,17,6,0,1,32.6,65.5,25.7,5.1,2.49,3.06,0.807,0.687,0.42,41,1,2,1,28,0
1509.4,1273.4,1.185,412.0,304.4,180.0,124.4,124.4,19,6,0,1,19.7,13.4,28.0,1.14,0.26,3.25,0.886,0.682,0.456,0,0,1,1,28,0
1046.3,1024.0,1.022,61.6,212.0,180.0,32.0,32.0,21,1,0,0,19.1,11.1,26.7,2.02,1.43,4.73,0.887,0.943,0.017,16,1,1,0,0,1
853.7,688.0,1.241,204.7,651.6,120.0,531.6,531.6,19,0,1,0,5.0,29.6,10.7,1.73,0.78,3.83,0.798,0.789,0.055,6,1,1,1,28,0
2515.5,1313.4,1.915,239.1,386.2,240.0,146.2,146.2,17,3,1,0,24.1,28.6,16.3,3.09,3.56,4.73,0.862,0.938,0.015,73,0,2,0,0,0
1749.8,1244.6,1.406,437.0,320.3,120.0,200.3,200.3,22,3,0,0,22.4,9.7,14.3,10.25,0.34,4.79,0.965,0.958,0.027,8,0,1,1,28,0
1094.0,874.2,1.251,227.7,194.1,180.0,14.1,14.1,20,6,0,1,23.5,27.7,22.9,5.14,5.16,4.62,0.875,0.948,0.047,45,1,1,0,0,0
1726.7,1163.5,1.484,45.3,363.9,180.0,183.9,183.9,21,0,0,0,18.2,110.6,30.1,3.36,14.85,3.89,0.805,0.787,0.052,4,1,1,1,28,0
760.2,731.2,1.04,93.3,189.1,240.0,50.9,-50.9,21,2,0,0,17.2,57.9,34.6,1.98,2.07,4.55,0.711,0.817,0.104,27,1,1,1,28,1
1418.2,1174.8,1.207,193.0,478.0,120.0,358.0,358.0,20,0,0,0,11.1,23.0,23.7,6.29,2.84,4.76,0.91,0.901,0.021,14,1,1,1,28,0
1526.4,1143.4,1.335,220.0,146.8,300.0,153.2,-153.2,13,3,0,0,40.2,10.3,22.2,2.2,1.24,4.61,0.927,0.947,0.021,0,2,2,1,28,1
93.9,92.1,1.02,411.1,21.2,180.0,158.8,-158.8,8,6,0,1,36.9,52.5,9.3,11.46,8.77,3.45,0.738,0.603,0.482,40,0,1,1,28,0
1016.6,711.9,1.428,49.5,195.8,240.0,44.2,-44.2,16,5,0,1,23.1,25.4,46.4,23.89,0.02,4.97,0.876,0.989,0.039,37,1,1,1,28,1
599.9,395.8,1.516,347.6,164.1,180.0,15.9,-15.9,11,0,0,0,15.8,4.8,21.0,7.06,1.19,4.46,0.666,0.88,0.1,14,1,1,1,28,1
910.9,708.4,1.286,104.1,448.1,240.0,208.1,208.1,9,4,1,0,7.6,26.1,45.2,5.0,0.91,4.97,0.927,0.934,0.03,23,0,1,1,28,1
271.8,258.9,1.05,330.2,70.1,300.0,229.9,-229.9,21,5,0,1,30.5,10.4,13.8,4.08,1.69,4.92,0.909,0.915,0.021,17,0,1,1,28,0
816.1,638.8,1.277,49.8,117.0,120.0,3.0,-3.0,15,1,0,0,27.8,10.7,31.0,9.17,3.32,3.96,0.832,0.587,0.464,59,0,1,1,28,1
1827.1,1273.2,1.435,434.8,1041.2,300.0,741.2,741.2,19,0,1,0,6.4,2.0,25.6,5.27,3.88,4.6,0.955,0.907,0.018,12,0,1,1,28,0
1644.4,1390.2,1.183,406.2,201.3,180.0,21.3,21.3,7,5,0,1,31.5,62.6,44.6,11.85,21.07,4.65,0.778,0.801,0.146,19,0,1,1,28,0
1449.0,1251.8,1.158,325.2,169.1,180.0,10.9,-10.9,14,0,0,0,38.5,0.2,12.5,7.77,0.24,5.0,0.855,0.959,0.028,74,0,1,1,28,1
1795.9,1390.5,1.292,61.9,661.7,120.0,541.7,541.7,17,4,1,0,10.3,7.5,33.0,1.58,0.46,4.85,0.938,0.97,0.032,25,0,2,0,0,0
1225.5,1201.5,1.02,67.5,282.0,180.0,102.0,102.0,21,3,0,0,17.2,19.2,21.0,8.1,3.93,4.37,0.673,0.841,0.062,2,0,1,1,28,0
1559.1,1368.1,1.14,121.1,846.1,180.0,666.1,666.1,8,1,1,0,6.9,0.9,7.1,7.93,0.62,4.96,0.939,0.922,0.013,29,0,1,1,28,0
851.4,797.3,1.068,223.2,330.8,240.0,90.8,90.8,18,0,1,0,9.6,27.2,16.0,9.57,1.73,4.17,0.758,0.805,0.06,9,1,1,1,28,1
165.9,126.4,1.312,443.2,61.3,240.0,178.7,-178.7,9,4,1,0,15.8,19.6,28.0,8.7,0.64,4.93,0.875,0.98,0.028,28,0,1,0,0,0
823.8,586.3,1.405,88.1,102.4,180.0,77.6,-77.6,15,2,0,0,40.1,23.2,18.5,4.72,7.16,4.81,0.902,0.945,0.037,0,2,1,1,28,1
1338.6,1246.6,1.074,136.5,262.3,240.0,22.3,22.3,8,0,1,0,19.7,76.7,39.9,2.6,7.06,4.05,0.781,0.601,0.494,8,1,1,0,0,1
1049.9,724.6,1.449,381.1,406.6,300.0,106.6,106.6,19,6,0,1,10.1,36.6,7.5,12.13,18.34,4.64,0.832,0.859,0.077,46,0,1,0,0,1
638.6,466.0,1.37,270.9,89.2,240.0,150.8,-150.8,13,3,0,0,34.5,4.9,43.9,5.71,9.29,4.32,0.765,0.878,0.103,7,1,1,1,28,1
1461.5,1163.2,1.256,254.5,356.0,300.0,56.0,56.0,18,2,1,0,16.0,18.6,51.4,4.38,0.65,4.83,0.943,0.982,0.038,27,0,1,0,0,1
187.9,143.1,1.313,283.1,64.3,180.0,115.7,-115.7,7,0,1,0,15.7,86.8,19.9,3.7,0.68,3.87,0.763,0.683,0.468,47,1,2,1,28,0
1474.3,1302.7,1.132,417.3,194.0,240.0,46.0,-46.0,22,3,0,0,32.7,25.6,27.1,3.07,0.55,4.76,0.865,0.952,0.012,18,2,2,1,28,0
1009.5,989.7,1.02,291.0,138.0,180.0,42.0,-42.0,8,6,0,1,30.7,9.3,48.0,7.31,0.27,4.92,0.948,0.968,0.039,27,0,1,1,28,1
731.2,531.9,1.375,343.8,140.9,240.0,99.1,-99.1,9,4,1,0,25.2,121.8,8.6,25.74,19.49,3.87,0.662,0.891,0.103,23,0,2,0,0,0
1066.4,848.8,1.256,68.6,418.3,120.0,298.3,298.3,18,0,1,0,10.0,50.0,3.2,8.84,0.37,3.04,0.812,0.639,0.459,10,0,1,1,28,0
1756.4,1297.4,1.354,296.2,240.3,300.0,59.7,-59.7,22,6,0,1,29.6,18.2,28.5,7.72,0.35,4.77,0.971,0.949,0.031,3,0,1,1,28,1
659.0,578.2,1.14,423.2,91.4,240.0,148.6,-148.6,14,1,0,0,29.3,106.1,27.1,5.78,2.56,3.62,0.834,0.692,0.421,20,0,1,0,0,0
416.8,408.6,1.02,274.2,96.1,180.0,83.9,-83.9,21,6,0,1,17.6,98.1,28.9,4.6,12.11,3.83,0.852,0.752,0.144,16,0,1,1,28,1
